Data,Objetivo de Campanha,Campanha,Público,Criativo,AD ID,Investimento,Lead (Meta),Visitou Página,Cliques,Impressões,Frequência,View 3seg,View 75%,View 100%,Link Criativo,Thumbnail URL,AD Status,Orçamento,Moeda,Leads (Real),% Real,Leads (Trader),Leads (Qualificado),Leads (Unificado)
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público Trader,03 - [35-65][LaL1%][Lista] Alunos,Anuncio7,6976407175453,$0.30,0,0,0,23,1.05,4,0,0,https://www.instagram.com/p/DU4O_yEDA0K/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628751794_2706146396417725_5751624675965685162_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeEzaYZ7riR1jhQIILeK7aHhbDwuNPzmyn9sPC40_ObKfzXRY3q_acSM4ZUxLQ--1Y88sFZZzjsEWXnDQQ-kb7aM&_nc_ohc=9fGExydkp2cQ7kNvwEHbXFw&_nc_oc=AdnK_ZQ4NM22mTZMvilVMRAluSCGXfj2AG4rWfpXujTgnFGeHpnHSCsAQV9l-ppNZwA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQHjXgE5TIohxNeWZ_Pt_LmYmd-uTqcZyLJv3Bm7Plwm66-_-K-WxxWO7hjHfhcVklCdJzFm-O4D&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyHHHnp-abU4JQItHfyBCSEUxcuSx3Pcqz58S6AkWgYDA&oe=69BA24CC,ADSET_PAUSED,200,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público Trader,03 - [35-65][LaL1%][Lista] Alunos,Anuncio9,6976407173253,$0.85,0,0,0,78,1.01,29,3,0,https://www.instagram.com/p/DU4O_0EDEVF/,https://scontent.xx.fbcdn.net/v/t15.5256-10/631398591_1570461097359706_5188661173153986859_n.jpg?_nc_cat=104&ccb=1-7&_nc_eui2=AeGt2FB0ahhhUdZl8AOtXaS8XUVzA550ljBdRXMDnnSWMDwvKskhiSgCi8GQnQULG6p3a3pamYPXzgGAH9uq2dUV&_nc_ohc=8Jb36kRgIZMQ7kNvwEFGpeX&_nc_oc=AdnHR--7v_7bt-P9xufBp5PVhLdzXjfbs425Lh5MIzsaUvojK_b7rOLB9KlTBqPNkZk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQEVf3z5PLtatOV9lxcrGnj_aR7dP6BDdbQL_1Ol7RxKLHL1gKZY0Jq4vcT7xYSna4hXIlpBGCP2&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afw3Z3NVEM9ZL1IICcGFfDceXnWhNkLUkzBHFUZqy1xmBQ&oe=69BA02C6,ADSET_PAUSED,200,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público Trader,04 - [35-65][LaL1%][Lista] Leads Cualificados,Anuncio1,6976407173853,$1.90,0,3,3,232,1.03,91,15,4,https://www.instagram.com/p/DU4O_3-jCU1/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629144665_1238953504847230_6891234855185444865_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeFjzNihQM_xh_B1fQcaaCTOXeuEVkiz2cld64RWSLPZySq2fBDbO5pqWjiI9vS_prR6y6pncDAHMz5fuyPnH4aW&_nc_ohc=i2RYlyJvzwoQ7kNvwHkKB1J&_nc_oc=AdknDmAwUkEqqTgD-8w8O8gGK8OXFIQyUE8gk15h6UMqnH9P1XKLPnHas_3u4c9dAgs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQGI220WY1blg2JBpJ5T6LguzV0eBFhtHxgxjQLx7cIkn8PDggr8qi9gY8LLxWwG4V-ftuws6b7k&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfwrzYmAOvtQHxYDNA8l7MlfSX_ypCNcR0be09zMafs2fA&oe=69BA0999,ADSET_PAUSED,200,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público Trader,04 - [35-65][LaL1%][Lista] Leads Cualificados,Anuncio2,6976407174653,$0.59,0,1,0,75,1.06,17,4,2,https://www.instagram.com/p/DU4O_52DODu/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628990361_913411737723003_8014328017678004179_n.jpg?_nc_cat=107&ccb=1-7&_nc_eui2=AeGZi7V-wZ8Lx6pYMdsJOg6vFH7jnFPrCwsUfuOcU-sLCwnKIomsk3WLtYbmI68UoX7D5ffSMVU-FByAeoV4vNGs&_nc_ohc=iFAr-fJcfvUQ7kNvwGXMGEJ&_nc_oc=AdlFSbks0bFUnX3kL-_u6uPduaGzKnJgP3ZaJRmoFyrxum-8kgt574IUdyYnrmnC8iI&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQF8-jIaet1cALhdq_3OJz7cQEZ-a8AF_qpUcF-A14gfJP3tf-AN2eoKhgBms-AG3jVq8u0iyOo4&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfzYW_-BAze4x5K8TOal-FlDj-bwbFIv9z9wBlFpTrP6xA&oe=69B9FB47,ADSET_PAUSED,200,USD,1,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público Trader,04 - [35-65][LaL1%][Lista] Leads Cualificados,Anuncio4,6976407174453,$11.22,0,11,17,1341,1.09,417,51,16,https://www.instagram.com/p/DU4O_69DGyy/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628559626_25986432824378922_362422361477050218_n.jpg?_nc_cat=111&ccb=1-7&_nc_eui2=AeEdOJqwO5A3QfRqE2IQuQKQScuH0N5smjdJy4fQ3myaNzCjUtfoZ7VvXJ-GJV8e4SS7SgaXfEMuxXVIW2i6Ad4O&_nc_ohc=qj1pWx1KNugQ7kNvwEvYr6H&_nc_oc=AdniRmZ6-3p3tCYdq0kWlUypPP8DPyuDVIKvnkPsDdevrlBz2tbXBf2vP_wvz2jxtrw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQGDZ7YuFsFn4120kL4S0TIMsSlnUiGQdxUWDSJQCs7w4jIjbwBc4N83Y66uCv4-JQQIuTQhi8T0&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfxoE8uIsPZY8sEg6mtVW4RrzLGq5NWUXHjqcdYisYumEQ&oe=69BA178C,PAUSED,200,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público Trader,04 - [35-65][LaL1%][Lista] Leads Cualificados,Anuncio7,6976407174853,$0.41,0,0,1,19,1,6,1,0,https://www.instagram.com/p/DU4O_yEDA0K/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628751794_2706146396417725_5751624675965685162_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeEzaYZ7riR1jhQIILeK7aHhbDwuNPzmyn9sPC40_ObKfzXRY3q_acSM4ZUxLQ--1Y88sFZZzjsEWXnDQQ-kb7aM&_nc_ohc=9fGExydkp2cQ7kNvwEHbXFw&_nc_oc=AdnK_ZQ4NM22mTZMvilVMRAluSCGXfj2AG4rWfpXujTgnFGeHpnHSCsAQV9l-ppNZwA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQHjXgE5TIohxNeWZ_Pt_LmYmd-uTqcZyLJv3Bm7Plwm66-_-K-WxxWO7hjHfhcVklCdJzFm-O4D&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyHHHnp-abU4JQItHfyBCSEUxcuSx3Pcqz58S6AkWgYDA&oe=69BA24CC,ADSET_PAUSED,200,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Uruguay] Público Trader,04 - [35-65][LaL1%][Lista] Leads Cualificados,Anuncio9,6976407173653,$6.06,0,5,7,616,1.02,240,22,9,https://www.instagram.com/p/DU4O_0EDEVF/,https://scontent.xx.fbcdn.net/v/t15.5256-10/631398591_1570461097359706_5188661173153986859_n.jpg?_nc_cat=104&ccb=1-7&_nc_eui2=AeGt2FB0ahhhUdZl8AOtXaS8XUVzA550ljBdRXMDnnSWMDwvKskhiSgCi8GQnQULG6p3a3pamYPXzgGAH9uq2dUV&_nc_ohc=8Jb36kRgIZMQ7kNvwEFGpeX&_nc_oc=AdnHR--7v_7bt-P9xufBp5PVhLdzXjfbs425Lh5MIzsaUvojK_b7rOLB9KlTBqPNkZk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQEVf3z5PLtatOV9lxcrGnj_aR7dP6BDdbQL_1Ol7RxKLHL1gKZY0Jq4vcT7xYSna4hXIlpBGCP2&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afw3Z3NVEM9ZL1IICcGFfDceXnWhNkLUkzBHFUZqy1xmBQ&oe=69BA02C6,ADSET_PAUSED,200,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público Trader,[ADV][35-65] Aberto,Anuncio5,6974330702253,$9.98,2,8,10,1254,1.01,334,50,14,https://www.instagram.com/p/DUqbTH4DHhE/,https://scontent.xx.fbcdn.net/v/t15.5256-10/631425011_1985466878733074_500057715260120474_n.jpg?_nc_cat=110&ccb=1-7&_nc_eui2=AeFlzkgi09hZ4JqjjdJvli-NiiK-aM95oH-KIr5oz3mgf3xllFhJHW4-6wu6MksUXXYXgkuMhmqI1oAeoPaHDCu0&_nc_ohc=YFO9eno738AQ7kNvwE6Auc0&_nc_oc=Adk_L2tNyUjRiLtS8QT_MdBwOFgv9PrR9QBJCVvx1-10aklfpTFR9gJ8xeIaSsP9dcw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQFRvKlEsErSCQRqaFogFMIYXjVrKpIuhSMu7R5uPvCxiwgVY_1OJXn3dHSk4zhgK0pUb40hGIDi&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afwx9Lv7kJjI6ICACJOR8aWoJRm7peOnqs5Z-NehnDh26g&oe=69BA28CD,PAUSED,75,USD,3,150%,1,0,1
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público Trader,[ADV][35-65] Aberto,Anuncio6,6974330702453,$2.80,1,6,6,467,1.09,100,13,4,https://www.instagram.com/p/DUqbS8fjOQE/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629368842_904602915305470_225058272985595588_n.jpg?_nc_cat=106&ccb=1-7&_nc_eui2=AeEM_I69lGBAeLXiT6zWMDdOCpqM02iDzYMKmozTaIPNgzn6JWHWcjR_X3itg923SEXBZ2P-IsFJF8F-aF3BLG4W&_nc_ohc=b0OExmalchoQ7kNvwGD89C_&_nc_oc=Admqo5hqyDIjxcvHiN7Uu5_Nt7txzcfwNALNcsI-kF8hws7bZaUZB0-DxzUsQOAFquA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQH6KQWffsPxEEbXQlg7Dmzj2yPgOt_zlerxZVlF9Fl-EA4n8jT-V1-pZa7E1KHI2q-xRK9O4aDa&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfzbjPHK5P2iC1rYpsolieHHXgVuABWjPikr8pMv292Rsg&oe=69BA3115,PAUSED,75,USD,1,100%,1,0,1
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Argentina] Público Trader,[ADV][35-65] Aberto,Anuncio8,6974330702853,$0.68,0,2,3,134,1.06,25,6,1,https://www.instagram.com/p/DUqbTmyDAfA/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629469258_907777065574648_3226371281286705001_n.jpg?_nc_cat=102&ccb=1-7&_nc_eui2=AeG8NaBDMpcbkvCRvtf4rJFDamW3pPMVXddqZbek8xVd11VnIIAVpzFE_5E28mgAIloYrprejUQZnBoMhI9EyjFy&_nc_ohc=ujvJbV_06pMQ7kNvwHGiiXq&_nc_oc=Adk9gAQxpnStclJlAts7tuXOFDvWU33wq1QHzONl29q9cp3eXqXDDtl7yylhH92MiVI&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQECGZohBbBDD70Oqe2lAFTG7RddqcdoZfR8SyYTpv2Dnw8DBwfNm2bc2Q19F_Alm5277Ha6HrhL&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfxsoxSSscbBDMJPkd4sZGkgCD_BBZtbpST0Q0-ZKGv8eg&oe=69BA265B,PAUSED,75,USD,0,,0,0,0
21/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Teste][Uruguay] Público Trader,[ADV][35-65] Aberto,Anuncio9,6974326951653,$44.18,8,47,72,7829,1.07,2376,286,88,https://www.instagram.com/p/DUqbS99DK4e/,https://scontent.xx.fbcdn.net/v/t15.5256-10/631398591_1570461097359706_5188661173153986859_n.jpg?_nc_cat=104&ccb=1-7&_nc_eui2=AeGt2FB0ahhhUdZl8AOtXaS8XUVzA550ljBdRXMDnnSWMDwvKskhiSgCi8GQnQULG6p3a3pamYPXzgGAH9uq2dUV&_nc_ohc=8Jb36kRgIZMQ7kNvwEFGpeX&_nc_oc=AdnHR--7v_7bt-P9xufBp5PVhLdzXjfbs425Lh5MIzsaUvojK_b7rOLB9KlTBqPNkZk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQEMovVoaw_OQqZoIakokmeq7qdthWINfowE6sheYxv9JSlBs47baMqJg-xONLmLMhzUkTkKEhPQ&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfwT3VTOXGErGkA5ETT9e_Z1VQIBFyugtaYlkTtGl0cWEg&oe=69BA02C6,PAUSED,160,USD,3,38%,2,0,2
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,00 - [35-65][Lista][Todos] Leads Cualificados,Anuncio1,6975795770053,$2.92,0,2,2,95,1.51,19,2,0,https://www.instagram.com/p/DU4O_e3DDDU/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629144665_1238953504847230_6891234855185444865_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeFjzNihQM_xh_B1fQcaaCTOXeuEVkiz2cld64RWSLPZySq2fBDbO5pqWjiI9vS_prR6y6pncDAHMz5fuyPnH4aW&_nc_ohc=i2RYlyJvzwoQ7kNvwHkKB1J&_nc_oc=AdknDmAwUkEqqTgD-8w8O8gGK8OXFIQyUE8gk15h6UMqnH9P1XKLPnHas_3u4c9dAgs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQGGwYz5S-22yk26ZElaLQl2UIcwsyvgxDlvENImUSfuo9JJAg1x8V4wzXQuBog472jFGp6vcBw9&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfxiN0zFi1d_dKJZ0d-hscbsgN4rOP3tDxOVbGEhRdZIVg&oe=69BA0999,ADSET_PAUSED,70,USD,0,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,00 - [35-65][Lista][Todos] Leads Cualificados,Anuncio3,6975795770453,$3.04,1,1,1,168,1.56,22,3,2,https://www.instagram.com/p/DU4O_dpDFen/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629338853_900371819034550_6883530099841274581_n.jpg?_nc_cat=109&ccb=1-7&_nc_eui2=AeHiuu2EsqH_fiP0uGTcxhUdeFT3ccLQqid4VPdxwtCqJ1XQAcjL8uBfLW1_W0sxjenqc4AkG3CNTIKxJ9wPXfBc&_nc_ohc=18ISf5maswoQ7kNvwFMT-Lk&_nc_oc=Adm0yhvMR9u_cd9GjV31o5ov055XPwDop_W8q_gY8ETtqPrr4mZMGDrVz1Vl1n9TGMA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQF0StbvdX2uerd6AEEaYlfFdvbVA81hiV9uvZkb9tBDvCr_AMFl9dzO6lvn_DghdUSVDYP9UaJh&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afww7v6ur68a9dklUWyEfOxGnnDPV8O893lzR4lat87M8A&oe=69BA2CB7,ADSET_PAUSED,70,USD,1,100%,1,0,1
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,00 - [35-65][Lista][Todos] Leads Cualificados,Anuncio4,6975795767653,$8.64,0,2,2,400,2.3,44,3,2,https://www.instagram.com/p/DU4O_oHjPz5/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628559626_25986432824378922_362422361477050218_n.jpg?_nc_cat=111&ccb=1-7&_nc_eui2=AeEdOJqwO5A3QfRqE2IQuQKQScuH0N5smjdJy4fQ3myaNzCjUtfoZ7VvXJ-GJV8e4SS7SgaXfEMuxXVIW2i6Ad4O&_nc_ohc=qj1pWx1KNugQ7kNvwEvYr6H&_nc_oc=AdniRmZ6-3p3tCYdq0kWlUypPP8DPyuDVIKvnkPsDdevrlBz2tbXBf2vP_wvz2jxtrw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQHWZ75H4TCoK1lTqM7ijwADwkl8uKpNb1oX7loK1CeFL8O73b_WpM3Df_nvOt8Fwp5uYx4kcXq9&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyM8veewcnTNmLh2x5b8b1fVtMryrVGAzCqs2mt61LE-g&oe=69BA178C,ADSET_PAUSED,70,USD,0,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,00 - [35-65][Lista][Todos] Leads Cualificados,Anuncio9,6975795768853,$4.46,0,0,0,194,1.62,27,2,2,https://www.instagram.com/p/DU4PABjDA2d/,https://scontent.xx.fbcdn.net/v/t15.5256-10/631398591_1570461097359706_5188661173153986859_n.jpg?_nc_cat=104&ccb=1-7&_nc_eui2=AeGt2FB0ahhhUdZl8AOtXaS8XUVzA550ljBdRXMDnnSWMDwvKskhiSgCi8GQnQULG6p3a3pamYPXzgGAH9uq2dUV&_nc_ohc=8Jb36kRgIZMQ7kNvwEFGpeX&_nc_oc=AdnHR--7v_7bt-P9xufBp5PVhLdzXjfbs425Lh5MIzsaUvojK_b7rOLB9KlTBqPNkZk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQHJaEJRG-NofLDbcBdGvJ6g2A0PEdPzvBmieCBExunLFd_ph6a6ppCsniNcj1BOMG8vObg2lvIH&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfyO-pkg4oJl8kIUL86BvEdVyb82BVQxGKM-e_0OzwXeAQ&oe=69BA02C6,ADSET_PAUSED,70,USD,0,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,01 - [35-65] Interesses,Anuncio1,6975800831853,$1.09,0,2,3,354,1.02,84,12,5,https://www.instagram.com/p/DU4PALEjJup/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629144665_1238953504847230_6891234855185444865_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeFjzNihQM_xh_B1fQcaaCTOXeuEVkiz2cld64RWSLPZySq2fBDbO5pqWjiI9vS_prR6y6pncDAHMz5fuyPnH4aW&_nc_ohc=i2RYlyJvzwoQ7kNvwHkKB1J&_nc_oc=AdknDmAwUkEqqTgD-8w8O8gGK8OXFIQyUE8gk15h6UMqnH9P1XKLPnHas_3u4c9dAgs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQGWla5j8Y988tP8uJfNQudLxrbOJDgBYyjyoQbpt3LD14m90cmoB0zW_YOYs-FJVBWj2_9RTPvY&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfwCeXfFWaxFTnqApm4avIKsF_VJhi5yAMo5WaWiqcXiBg&oe=69BA0999,ADSET_PAUSED,70,USD,1,,0,0,0
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,01 - [35-65] Interesses,Anuncio3,6975800832053,$204.22,47,272,383,45331,1.12,12632,1362,385,https://www.instagram.com/p/DU4PABHDDll/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629338853_900371819034550_6883530099841274581_n.jpg?_nc_cat=109&ccb=1-7&_nc_eui2=AeHiuu2EsqH_fiP0uGTcxhUdeFT3ccLQqid4VPdxwtCqJ1XQAcjL8uBfLW1_W0sxjenqc4AkG3CNTIKxJ9wPXfBc&_nc_ohc=18ISf5maswoQ7kNvwFMT-Lk&_nc_oc=Adm0yhvMR9u_cd9GjV31o5ov055XPwDop_W8q_gY8ETtqPrr4mZMGDrVz1Vl1n9TGMA&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQFawuWQVxfJqxo_6kAMCAFWLsMRo1zqRy7v5-mdg95vWfgQHA21kilwEiTfssaa_FXuVx681C0Z&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afw44YEq-FNWielSp2JhHLFBSFhZ2ETgZm7bUiU7q0baKQ&oe=69BA2CB7,ADSET_PAUSED,70,USD,58,123%,33,0,33
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,01 - [35-65] Interesses,Anuncio4,6975800831253,$12.69,6,20,27,3094,1.02,835,75,17,https://www.instagram.com/p/DU4O_-EDEx2/,https://scontent.xx.fbcdn.net/v/t15.5256-10/628559626_25986432824378922_362422361477050218_n.jpg?_nc_cat=111&ccb=1-7&_nc_eui2=AeEdOJqwO5A3QfRqE2IQuQKQScuH0N5smjdJy4fQ3myaNzCjUtfoZ7VvXJ-GJV8e4SS7SgaXfEMuxXVIW2i6Ad4O&_nc_ohc=qj1pWx1KNugQ7kNvwEvYr6H&_nc_oc=AdniRmZ6-3p3tCYdq0kWlUypPP8DPyuDVIKvnkPsDdevrlBz2tbXBf2vP_wvz2jxtrw&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQH3JjreHumYlU5UWJmegyuhD-pb3Hz1l-KajIBqwaXP3IaBXbL505UbOTOqQd9JhKCA2nRmi-cf&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfwD4sgmY4eij0ks7AqYmfYw3zi0a7_c3tGR-9eY8DnOpA&oe=69BA178C,ADSET_PAUSED,70,USD,12,200%,8,0,8
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,01 - [35-65] Interesses,Anuncio9,6975800831653,$27.03,4,33,44,6462,1.03,1877,227,66,https://www.instagram.com/p/DU4O_s1jMh_/,https://scontent.xx.fbcdn.net/v/t15.5256-10/631398591_1570461097359706_5188661173153986859_n.jpg?_nc_cat=104&ccb=1-7&_nc_eui2=AeGt2FB0ahhhUdZl8AOtXaS8XUVzA550ljBdRXMDnnSWMDwvKskhiSgCi8GQnQULG6p3a3pamYPXzgGAH9uq2dUV&_nc_ohc=8Jb36kRgIZMQ7kNvwEFGpeX&_nc_oc=AdnHR--7v_7bt-P9xufBp5PVhLdzXjfbs425Lh5MIzsaUvojK_b7rOLB9KlTBqPNkZk&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQH5GdUlNY2L70Zjd0Wbo6tCa9hIcHGBP6N1J0jwlFjXMMrlVoA9yg5gccgvglGzYYMY_HtfhZUq&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_AfypUtQuiJp2798jbMbrR31lJKKZ977XmXs2-c3hGTxO0Q&oe=69BA02C6,ADSET_PAUSED,70,USD,11,275%,3,0,3
22/02/2026,OUTCOME_LEADS,[RA][Leads][Mar26][Escala][Argentina] Público Trader,02 - [35-65] Aberto Advantage,Anuncio1,6975795768453,$22.97,4,26,35,4916,1.04,1460,171,63,https://www.instagram.com/p/DU4O_qLjDfn/,https://scontent.xx.fbcdn.net/v/t15.5256-10/629144665_1238953504847230_6891234855185444865_n.jpg?_nc_cat=103&ccb=1-7&_nc_eui2=AeFjzNihQM_xh_B1fQcaaCTOXeuEVkiz2cld64RWSLPZySq2fBDbO5pqWjiI9vS_prR6y6pncDAHMz5fuyPnH4aW&_nc_ohc=i2RYlyJvzwoQ7kNvwHkKB1J&_nc_oc=AdknDmAwUkEqqTgD-8w8O8gGK8OXFIQyUE8gk15h6UMqnH9P1XKLPnHas_3u4c9dAgs&_nc_zt=23&_nc_ht=scontent.xx&edm=AOgd6ZUEAAAA&_nc_gid=i834M6l86ix6DDopxsH3ZQ&_nc_tpa=Q5bMBQE51LzSVMH1A9O_R4gb4gxcfKWn3I3D5JGYIYo1HtBnrrKKk3JVP0Mj50VujBFFhfFnuR4YALRe&stp=c0.5000x0.5000f_dst-emg0_q75_tt6&ur=a86139&_nc_sid=58080a&oh=00_Afy-5IhGA0LaHDoHfJ6iiSKA0LFaD1nGbkoFX3io0p__Rg&oe=69BA0999,PAUSED,70,USD,8,200%,4,0,4
